"Номер","Дата измерения","TypeOfSample","Matrix","MatrixDescription","AnalysisProgram","AnalysisProgramDescription","AnalysisMode","TaskNumber","TaskName","MaterialName","ID1","ID2","ID3","ID4","ID5","ID6","Comment","Average"
"94132","1 янв. 2018 г., 5:32","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-5","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94133","1 янв. 2018 г., 5:50","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-6","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94134","1 янв. 2018 г., 5:53","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-1","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94135","1 янв. 2018 г., 6:15","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-К","СП-28","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94136","1 янв. 2018 г., 6:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-1","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94137","1 янв. 2018 г., 7:12","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-3","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94138","1 янв. 2018 г., 7:51","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-4","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94139","1 янв. 2018 г., 8:05","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-5","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94140","1 янв. 2018 г., 8:38","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-К","СП-28","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94141","4 янв. 2018 г., 13:04","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","512","--","--","--","--","--","--","Z"
"94142","4 янв. 2018 г., 13:08","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","Е 172-184-1-П","ЭИ 654-Ш","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94143","4 янв. 2018 г., 13:28","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","2ФМ9","--","--","--","--","--","--","Z"
"94144","4 янв. 2018 г., 13:31","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 182-01-1","ЭП 678У ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94145","4 янв. 2018 г., 13:33","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 181-01-1","ЭП 678У ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94146","4 янв. 2018 г., 13:35","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 171-251-1","ЭП 678У ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94147","4 янв. 2018 г., 13:38","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 171-249-1","ЭП 678У ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94148","4 янв. 2018 г., 13:39","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 171-250-1","ЭП 678У ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94149","4 янв. 2018 г., 13:41","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","ЛГ36Д","--","--","--","--","--","--","Z"
"94150","4 янв. 2018 г., 13:45","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 172-378-1","ЭП 810- ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94151","4 янв. 2018 г., 13:46","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","В 172-379-1","ЭП 810- ВД","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94152","4 янв. 2018 г., 14:38","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","1243","--","--","--","--","--","--","Z"
"94153","4 янв. 2018 г., 14:41","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","Е173-107-1-1Д","UNSNO6022","ТЕМПЛЕТ","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94154","4 янв. 2018 г., 16:01","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94155","4 янв. 2018 г., 23:53","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-1","50ХФА","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94156","4 янв. 2018 г., 23:55","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94157","5 янв. 2018 г., 2:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-2","50ХФА","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94158","5 янв. 2018 г., 3:58","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-3","50ХФА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94159","5 янв. 2018 г., 4:32","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-4","50ХФА","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94160","5 янв. 2018 г., 4:50","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-5","50ХФА","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94161","5 янв. 2018 г., 6:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-53-К","50ХФА","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94162","5 янв. 2018 г., 12:22","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94163","5 янв. 2018 г., 12:24","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","753526","--","--","--","--","--","--","Z"
"94164","5 янв. 2018 г., 12:35","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","3-18-8-3","ЭП708","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94165","5 янв. 2018 г., 12:41","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-56-6","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94166","5 янв. 2018 г., 12:49","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-57-5","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94167","5 янв. 2018 г., 13:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-56-К","38ХН3МФА","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94168","5 янв. 2018 г., 13:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-57-6","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94169","5 янв. 2018 г., 13:17","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-1","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94170","5 янв. 2018 г., 13:41","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-2","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94171","5 янв. 2018 г., 13:47","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-57-К","38ХН3МФА","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94172","5 янв. 2018 г., 13:51","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","3-17-8-К","ЭП708","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94173","5 янв. 2018 г., 14:07","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-3","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94174","5 янв. 2018 г., 14:32","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-4","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94175","5 янв. 2018 г., 14:53","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-5","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94176","5 янв. 2018 г., 15:01","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-1","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94177","5 янв. 2018 г., 15:20","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-58-К","38ХН3МФА","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94178","5 янв. 2018 г., 15:48","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-2","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94179","5 янв. 2018 г., 16:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-3","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94180","5 янв. 2018 г., 16:25","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-1","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94181","5 янв. 2018 г., 16:43","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-4","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94182","5 янв. 2018 г., 16:45","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-2","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94183","5 янв. 2018 г., 16:52","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-5","38ХН3МФА","Т АБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94184","5 янв. 2018 г., 17:07","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","3-18-9-1-","ЭП708","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94185","5 янв. 2018 г., 17:09","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-3","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94186","5 янв. 2018 г., 17:32","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-4","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94187","5 янв. 2018 г., 17:46","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-59-К","38ХН3МФА","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94188","5 янв. 2018 г., 17:49","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-5","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94189","5 янв. 2018 г., 17:58","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","3-18-9-2","ЭП708","УС.КОНУС","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94190","5 янв. 2018 г., 18:01","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-61-1","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Киргизова Е.А.","--","--","Z"
"94191","5 янв. 2018 г., 18:29","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-61-2","38ХН3МФА","ТАБЛЕТКА","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94192","5 янв. 2018 г., 22:27","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-60-К","38ХН3МФА","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94193","7 янв. 2018 г., 21:09","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ30 А","--","--","--","--","--","--","Z"
"94194","7 янв. 2018 г., 21:11","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-1","СП33","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94195","7 янв. 2018 г., 21:41","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-2","СП33","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94196","7 янв. 2018 г., 22:04","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-3","СТ3СП","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94197","7 янв. 2018 г., 22:26","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-4","СТ3СП","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94198","7 янв. 2018 г., 22:43","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-5","СТ3СП","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94199","7 янв. 2018 г., 22:46","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94200","7 янв. 2018 г., 22:47","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ30 А","--","--","--","--","--","--","Z"
"94201","7 янв. 2018 г., 23:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-82-К","СТ3СП","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94202","8 янв. 2018 г., 21:13","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94203","8 янв. 2018 г., 21:15","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248-2","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94204","8 янв. 2018 г., 21:23","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94205","8 янв. 2018 г., 21:24","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248-2","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ ПРОВЕРКА","Киселёва Л.Е.","--","--","Z"
"94206","9 янв. 2018 г., 10:06","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","Р12 535","--","--","--","--","--","--","Z"
"94207","9 янв. 2018 г., 10:08","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-1","ЭИ961","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94208","9 янв. 2018 г., 10:53","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-2","ЭИ961","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94209","9 янв. 2018 г., 10:26","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","Р12 535","--","--","--","--","--","--","Z"
"94210","9 янв. 2018 г., 11:31","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-3","ЭИ961","УС.КОНУС","ЦЭМ","Хохлова И.Э.","--","--","Z"
"94211","9 янв. 2018 г., 12:04","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-4","ЭИ961","ТАБЛЕТКА","ЦЭМ","Хохлова И.Э.","--","--","Z"
"94212","9 янв. 2018 г., 13:09","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-5","ЭИ961","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94213","9 янв. 2018 г., 13:26","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-6","ЭИ961","ТАБЛЕТКА","ЦСМ","Стриканова Н.А.","--","--","Z"
"94214","9 янв. 2018 г., 16:30","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-94-К","ЭИ961","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94215","9 янв. 2018 г., 17:53","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94216","9 янв. 2018 г., 17:55","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1)","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94217","9 янв. 2018 г., 17:59","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(2)","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94218","9 янв. 2018 г., 18:04","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","408","СО","ТЕМПЛЕТ","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94219","9 янв. 2018 г., 18:11","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","71","СО","ТЕМПЛЕТ","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94220","9 янв. 2018 г., 18:15","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","69","СО","ТЕМПЛЕТ","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94221","10 янв. 2018 г., 11:41","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","753526","--","--","--","--","--","--","Z"
"94222","10 янв. 2018 г., 11:47","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","753527","--","--","--","Молькова В.А.","--","--","Z"
"94223","10 янв. 2018 г., 11:57","P","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","753527","--","--","--","--","--","--","Z"
"94224","10 янв. 2018 г., 12:12","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","753526","--","--","--","Молькова В.А.","--","--","Z"
"94225","10 янв. 2018 г., 12:17","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","407","--","--","--","Молькова В.А.","--","--","Z"
"94226","10 янв. 2018 г., 12:21","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","408","--","--","--","Молькова В.А.","--","--","Z"
"94227","10 янв. 2018 г., 12:29","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","409","--","--","--","Молькова В.А.","--","--","Z"
"94228","10 янв. 2018 г., 12:33","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","410","--","--","--","Молькова В.А.","--","--","Z"
"94229","10 янв. 2018 г., 13:14","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","407","--","--","--","Молькова В.А.","--","--","Z"
"94230","10 янв. 2018 г., 13:20","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","408","--","--","--","Молькова В.А.","--","--","Z"
"94231","10 янв. 2018 г., 13:23","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","409","--","--","--","Молькова В.А.","--","--","Z"
"94232","10 янв. 2018 г., 13:26","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","410","--","--","--","Молькова В.А.","--","--","Z"
"94233","10 янв. 2018 г., 13:33","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","СО70","--","--","--","Молькова В.А.","--","--","Z"
"94234","10 янв. 2018 г., 13:35","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","СО71","--","--","--","Молькова В.А.","--","--","Z"
"94235","10 янв. 2018 г., 13:37","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","СО72","--","--","--","Молькова В.А.","--","--","Z"
"94236","10 янв. 2018 г., 13:40","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","СО69","--","--","--","Молькова В.А.","--","--","Z"
"94237","10 янв. 2018 г., 13:42","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","СО73","--","--","--","Молькова В.А.","--","--","Z"
"94238","10 янв. 2018 г., 13:45","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","403-А","--","--","--","Молькова В.А.","--","--","Z"
"94239","10 янв. 2018 г., 13:47","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","НГ2б","--","--","--","Молькова В.А.","--","--","Z"
"94240","10 янв. 2018 г., 16:40","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94241","10 янв. 2018 г., 16:43","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1) ПОВТОР","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ","Куницына И.А.","--","--","Z"
"94242","10 янв. 2018 г., 16:49","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94243","10 янв. 2018 г., 16:51","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1) ПОВТОР","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ ПРОВЕРКА","Куницына И.А.","--","--","Z"
"94244","10 янв. 2018 г., 17:18","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1)","ЭП99-ИД","ТЕМПЛЕТ 2","ЦСЭМ","Куницына И.А.","--","--","Z"
"94245","10 янв. 2018 г., 18:17","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94246","10 янв. 2018 г., 18:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","Р14-187","12Х2Н4А","ОБРАЗЕЦ","КПП","Куницына И.А.","--","--","Z"
"94247","10 янв. 2018 г., 18:24","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","УГ7Е","--","--","--","Куницына И.А.","--","--","Z"
"94248","10 янв. 2018 г., 18:26","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","УГ-36Б","--","--","--","Куницына И.А.","--","--","Z"
"94249","11 янв. 2018 г., 10:11","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-97-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94250","11 янв. 2018 г., 10:12","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94251","11 янв. 2018 г., 10:39","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-97-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94252","11 янв. 2018 г., 11:28","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-97-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94253","11 янв. 2018 г., 12:06","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94254","11 янв. 2018 г., 12:30","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94255","11 янв. 2018 г., 12:44","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-97-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94256","11 янв. 2018 г., 13:09","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-97-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94257","11 янв. 2018 г., 13:11","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94258","11 янв. 2018 г., 13:32","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94259","11 янв. 2018 г., 13:50","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94260","11 янв. 2018 г., 14:07","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94261","11 янв. 2018 г., 14:10","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-97-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94262","11 янв. 2018 г., 14:25","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-6","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94263","11 янв. 2018 г., 14:27","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94264","11 янв. 2018 г., 15:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-3","5ХНМ","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94265","11 янв. 2018 г., 15:02","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
